loan_id,customer_id,customer_name,gender,country,state,age,income,employment_type,credit_score,loan_amount,interest_rate,loan_term,loan_type,loan_status,origination_date,employment_type_duplicate
L001992,C001992,Andrew Garcia,Male,USA,New Jersey,34,97542.0,Salaried,775.0,108164,15.64,24,Auto,Current,2021-10-30,Salaried
L001993,C001993,Jennifer Thomas,Female,USA,Missouri,23,138058.0,Salaried,721.0,195439,16.8,180,Home Equity,Paid Off,2020-01-12,Salaried
L001994,C001994,Thomas Garcia,Male,USA,Alaska,58,170105.0,Self-Employed,528.0,141479,16.28,360,Personal,Current,2020-01-04,Self-Employed
L001995,C001995,Kimberly Jackson,Female,USA,Ohio,43,64971.0,Salaried,635.0,398226,8.54,72,Home Equity,Foreclosed,2019-03-31,Salaried
L001996,C001996,Karen Wilson,Female,USA,Colorado,41,176136.0,Salaried,561.0,156707,17.26,60,Student,Paid Off,2026-01-16,Salaried
L001997,C001997,Barbara Martin,Female,USA,Kansas,44,94705.0,Unemployed,665.0,451916,16.85,360,Personal,Paid Off,2024-08-28,Unemployed
L001998,C001998,Donald Moore,Male,USA,Nebraska,52,153692.0,Unemployed,630.0,268935,9.17,36,Mortgage,Delinquent,2023-01-25,Unemployed
L001999,C001999,Anthony Brown,Male,USA,Wyoming,65,127440.0,Government,758.0,177770,9.32,240,Mortgage,Foreclosed,2025-03-17,Government
L002000,C002000,Michael Johnson,Male,USA,Utah,25,85935.0,Salaried,810.0,25531,4.17,180,Mortgage,Current,2024-10-02,Salaried
L002001,C002001,Christopher Brown,Male,USA,Indiana,53,91105.0,Part-Time,705.0,422448,17.05,120,Mortgage,Delinquent,2024-10-23,Part-Time
L002002,C002002,Donald Brown,Male,USA,Arkansas,64,138205.0,Salaried,662.0,223290,4.33,36,Mortgage,Current,2020-05-16,Salaried
L002003,C002003,Mary Perez,Female,USA,Massachusetts,67,133970.0,Unemployed,799.0,47630,10.37,12,Mortgage,Paid Off,2024-12-29,Unemployed
L002004,C002004,John Rodriguez,Male,USA,Tennessee,39,53790.0,Salaried,671.0,85800,13.82,12,Personal,Current,2022-06-30,Salaried
L002005,C002005,Matthew Lee,Male,USA,Washington,54,75241.0,Part-Time,668.0,145250,16.19,240,Mortgage,Delinquent,2021-09-17,Part-Time
L002006,C002006,Ashley Jackson,Female,USA,West Virginia,23,48892.0,Self-Employed,654.0,127478,11.56,120,Auto,Current,2022-01-14,Self-Employed
L002007,C002007,Charles Rodriguez,Male,USA,Florida,59,41524.0,Unemployed,591.0,371648,13.24,240,Mortgage,Paid Off,2019-09-24,Unemployed
L002008,C002008,Lisa Brown,Female,USA,Alabama,48,32593.0,Part-Time,655.0,127842,13.65,84,Mortgage,Current,2025-06-12,Part-Time
L002009,C002009,Charles Williams,Male,USA,South Carolina,31,146160.0,Part-Time,504.0,458592,3.24,84,Mortgage,Paid Off,2020-01-21,Part-Time
L002010,C002010,David Williams,Male,USA,Delaware,30,85602.0,Self-Employed,670.0,159581,17.14,36,Home Equity,Delinquent,2025-04-01,Self-Employed
L002011,C002011,Thomas Williams,Male,USA,Alaska,60,162297.0,Part-Time,690.0,422802,8.4,72,Auto,Foreclosed,2019-07-20,Part-Time
L002012,C002012,Paul Garcia,Male,USA,California,22,108716.0,Government,538.0,395466,5.66,240,Auto,Current,2026-08-24,Government
L002013,C002013,Jessica Moore,Female,USA,Nevada,66,92060.0,Salaried,509.0,64421,10.1,60,Home Equity,Current,2021-09-25,Salaried
L002014,C002014,Matthew Davis,Male,USA,Arkansas,65,130508.0,Self-Employed,562.0,219491,14.0,60,Student,Current,2024-01-29,Self-Employed
L002015,C002015,Donna Garcia,Female,USA,Alaska,59,148014.0,Salaried,764.0,411888,15.41,72,Personal,Current,2024-08-01,Salaried
L002016,C002016,Charles Martin,Male,USA,Utah,47,171720.0,Part-Time,583.0,419416,13.79,120,Personal,Current,2021-09-16,Part-Time
L002017,C002017,James Taylor,Male,USA,Texas,29,166020.0,Salaried,528.0,134046,9.0,180,Home Equity,Current,2021-04-07,Salaried
L002018,C002018,Betty Jackson,Female,USA,Missouri,59,50186.0,Unemployed,712.0,483002,13.22,60,Mortgage,Delinquent,2019-04-24,Unemployed
L002019,C002019,Thomas Wilson,Male,USA,Utah,21,123846.0,Salaried,720.0,312937,9.48,240,Home Equity,Current,2023-09-30,Salaried
L002020,C002020,Barbara Jones,Female,USA,Missouri,53,75926.0,Salaried,770.0,449756,17.8,84,Personal,Current,2021-01-05,Salaried
L002021,C002021,Patricia Martinez,Female,USA,Illinois,58,178994.0,Unemployed,708.0,413068,17.95,12,Auto,Paid Off,2018-03-20,Unemployed
L002022,C002022,Sarah Miller,Female,USA,Illinois,53,88912.0,Salaried,651.0,353977,6.75,60,Auto,Current,2023-09-06,Salaried
L002023,C002023,Jessica Rodriguez,Female,USA,Georgia,68,90614.0,Salaried,534.0,177287,10.25,240,Student,Current,2023-12-08,Salaried
L002024,C002024,Thomas Garcia,Male,USA,North Carolina,23,138560.0,Government,560.0,401459,11.65,36,Student,Current,2020-01-05,Government
L002025,C002025,Daniel Garcia,Male,USA,Nevada,52,168050.0,Salaried,775.0,348927,12.54,240,Personal,Default,2025-08-08,Salaried
L002026,C002026,Robert Taylor,Male,USA,Arizona,33,42098.0,Self-Employed,813.0,13718,9.51,24,Auto,Paid Off,2023-05-14,Self-Employed
L002027,C002027,Donna Johnson,Female,USA,Washington,41,63313.0,Government,599.0,487817,10.86,36,Home Equity,Paid Off,2025-09-22,Government
L002028,C002028,Kimberly Jackson,Female,USA,Missouri,24,93239.0,Unemployed,702.0,257823,11.31,240,Personal,Paid Off,2024-12-15,Unemployed
L002029,C002029,Michael Lee,Male,USA,New York,37,71143.0,Salaried,746.0,418365,8.82,180,Personal,Current,2019-12-22,Salaried
L002030,C002030,Margaret Johnson,Female,USA,Wyoming,62,79989.0,Salaried,721.0,68241,7.81,180,Mortgage,Current,2025-03-03,Salaried
L002031,C002031,Matthew Thompson,Male,USA,Minnesota,24,146580.0,Salaried,687.0,453290,12.52,24,Student,Delinquent,2021-08-17,Salaried
L002032,C002032,Kimberly Moore,Female,USA,Wisconsin,40,175312.0,Salaried,585.0,150448,9.63,180,Mortgage,Paid Off,2022-07-05,Salaried
L002033,C002033,Joshua Jones,Male,USA,Tennessee,32,47841.0,Salaried,587.0,361654,17.58,36,Auto,Paid Off,2026-02-15,Salaried
L002034,C002034,Susan Lee,Female,USA,Ohio,46,106998.0,Salaried,,331781,8.64,36,Auto,Current,2020-02-29,Salaried
L002035,C002035,Lisa Lee,Female,USA,Washington,65,49184.0,Self-Employed,663.0,132733,5.94,60,Mortgage,Current,2018-02-21,Self-Employed
L002036,C002036,William Taylor,Male,USA,Mississippi,56,158367.0,Part-Time,640.0,333020,9.4,48,Mortgage,Current,2024-05-18,Part-Time
L002037,C002037,Paul Johnson,Male,USA,New Hampshire,36,140131.0,Salaried,756.0,330533,12.85,12,Student,Current,2019-11-08,Salaried
L002038,C002038,Joshua Brown,Male,USA,Utah,27,37489.0,Salaried,590.0,162436,9.63,12,Home Equity,Current,2018-04-22,Salaried
L002039,C002039,Matthew Jackson,Male,USA,Illinois,53,45767.0,Government,768.0,425316,7.29,60,Mortgage,Current,2019-04-25,Government
L002040,C002040,David Garcia,Male,USA,California,68,97247.0,Salaried,662.0,111105,10.43,48,Personal,Delinquent,2018-03-08,Salaried
L002041,C002041,Ashley Taylor,Female,USA,Iowa,22,53871.0,Government,517.0,306922,9.7,120,Mortgage,Default,2023-05-05,Government
L002042,C002042,Linda Johnson,Female,USA,Wisconsin,53,151233.0,Salaried,661.0,212781,17.16,24,Home Equity,Paid Off,2023-12-08,Salaried
L002043,C002043,Sarah Lee,Female,USA,Maryland,34,141219.0,Salaried,551.0,178593,3.28,120,Personal,Current,2024-07-03,Salaried
L002044,C002044,Steven Garcia,Male,USA,Connecticut,40,78164.0,Salaried,825.0,33179,8.92,72,Student,Current,2019-09-23,Salaried
L002045,C002045,Sandra Rodriguez,Female,USA,Delaware,57,99919.0,Salaried,557.0,193707,8.11,240,Auto,Default,2022-04-30,Salaried
L002046,C002046,Kimberly Johnson,Female,USA,Idaho,47,168523.0,Part-Time,782.0,335559,6.35,180,Home Equity,Current,2025-12-20,Part-Time
L002047,C002047,David Jones,Male,USA,Michigan,67,148357.0,Unemployed,645.0,382386,11.19,360,Mortgage,Current,2023-08-11,Unemployed
L002048,C002048,Kimberly Johnson,Female,USA,Connecticut,62,85242.0,Self-Employed,556.0,433711,12.21,72,Student,Current,2020-09-13,Self-Employed
L002049,C002049,Emily Wilson,Female,USA,Iowa,41,93529.0,Self-Employed,508.0,249241,3.15,84,Personal,Default,2018-12-01,Self-Employed
L002050,C002050,Charles Miller,Male,USA,New Jersey,22,66256.0,Salaried,691.0,14109,13.14,120,Auto,Paid Off,2024-09-28,Salaried
L002051,C002051,Daniel Martin,Male,USA,South Carolina,63,164284.0,Government,578.0,160852,8.74,12,Mortgage,Delinquent,2023-06-07,Government
L002052,C002052,Matthew Thompson,Male,USA,Utah,36,96452.0,Self-Employed,650.0,455638,16.85,360,Personal,Current,2026-06-02,Self-Employed
L002053,C002053,Donald Wilson,Male,USA,Louisiana,39,81246.0,Salaried,814.0,333207,14.15,360,Home Equity,Current,2018-09-30,Salaried
L002054,C002054,Patricia Johnson,Female,USA,Massachusetts,24,172502.0,Salaried,694.0,290144,10.71,84,Mortgage,Foreclosed,2023-04-19,Salaried
L002055,C002055,Susan Miller,Female,USA,South Carolina,30,125853.0,Salaried,700.0,156298,17.27,84,Mortgage,Default,2022-02-11,Salaried
L002056,C002056,Mary Anderson,Female,USA,Arkansas,42,108295.0,Salaried,777.0,130764,13.31,36,Auto,Default,2020-08-17,Salaried
L002057,C002057,Matthew Anderson,Male,USA,Nebraska,32,120882.0,Self-Employed,583.0,259874,15.12,84,Student,Paid Off,2025-11-23,Self-Employed
L002058,C002058,Andrew Rodriguez,Male,USA,Oklahoma,22,69499.0,Unemployed,762.0,364526,17.35,360,Student,Paid Off,2020-12-27,Unemployed
L002059,C002059,Karen Martin,Female,USA,Oregon,22,149481.0,Government,644.0,469992,16.36,48,Home Equity,Current,2023-03-11,Government
L002060,C002060,Emily Garcia,Female,USA,Pennsylvania,61,33698.0,Salaried,732.0,367407,4.06,72,Mortgage,Current,2022-11-02,Salaried
L002061,C002061,Richard Rodriguez,Male,USA,Idaho,64,62969.0,Salaried,650.0,61933,6.15,24,Student,Current,2020-03-07,Salaried
L002062,C002062,Charles Anderson,Male,USA,Nebraska,54,165309.0,Salaried,536.0,209291,12.44,48,Mortgage,Paid Off,2025-05-19,Salaried
L002063,C002063,Sandra Moore,Female,USA,Pennsylvania,38,111870.0,Self-Employed,823.0,168498,5.41,240,Student,Current,2022-07-26,Self-Employed
L002064,C002064,Michael Brown,Male,USA,Louisiana,36,49553.0,Salaried,700.0,71149,9.97,240,Auto,Current,2020-10-09,Salaried
L002065,C002065,James Anderson,Male,USA,Washington,39,161064.0,Salaried,691.0,232313,10.2,48,Home Equity,Delinquent,2018-08-03,Salaried
L002066,C002066,Patricia Moore,Female,USA,Arkansas,67,32864.0,Self-Employed,517.0,114363,9.95,60,Mortgage,Foreclosed,2025-12-12,Self-Employed
L002067,C002067,Steven Davis,Male,USA,Arkansas,45,69128.0,Salaried,662.0,119935,15.34,72,Mortgage,Current,2021-09-13,Salaried
L002068,C002068,David Anderson,Male,USA,Louisiana,50,45326.0,Salaried,778.0,277179,10.34,48,Auto,Delinquent,2026-06-26,Salaried
L002069,C002069,Andrew Smith,Male,USA,Arizona,68,166484.0,Salaried,850.0,28156,16.03,360,Mortgage,Foreclosed,2024-05-19,Salaried
L002070,C002070,Anthony Brown,Male,USA,Hawaii,26,39349.0,Salaried,711.0,49353,14.6,72,Auto,Current,2024-01-22,Salaried
L002071,C002071,Elizabeth Smith,Female,USA,New Hampshire,47,81461.0,Salaried,634.0,405829,12.64,180,Home Equity,Current,2019-12-18,Salaried
L002072,C002072,James Miller,Male,USA,Maine,35,103933.0,Salaried,688.0,303578,11.67,48,Personal,Current,2019-08-27,Salaried
L002073,C002073,William Johnson,Male,USA,Idaho,51,176444.0,Salaried,831.0,118726,6.48,360,Auto,Paid Off,2018-07-29,Salaried
L002074,C002074,Elizabeth Rodriguez,Female,USA,North Carolina,64,92586.0,Salaried,742.0,66618,14.52,84,Mortgage,Current,2019-11-20,Salaried
L002075,C002075,Donna Moore,Female,USA,Missouri,42,138553.0,Salaried,684.0,170055,15.07,360,Mortgage,Paid Off,2018-02-09,Salaried
L002076,C002076,Betty Anderson,Female,USA,Tennessee,32,154514.0,Unemployed,695.0,52825,10.34,84,Home Equity,Current,2023-09-08,Unemployed
L002077,C002077,William Johnson,Male,USA,New York,30,93182.0,Salaried,744.0,444931,6.31,120,Auto,Paid Off,2021-12-04,Salaried
L002078,C002078,Michael Lee,Male,USA,Mississippi,41,52678.0,Salaried,514.0,98111,14.4,24,Auto,Paid Off,2021-05-07,Salaried
L002079,C002079,Karen Taylor,Female,USA,Idaho,67,51947.0,Self-Employed,674.0,223122,15.0,12,Mortgage,Delinquent,2024-11-12,Self-Employed
L002080,C002080,Nancy Johnson,Female,USA,Indiana,51,100660.0,Salaried,811.0,55338,11.51,180,Personal,Current,2022-11-25,Salaried
L002081,C002081,Mark Thomas,Male,USA,Ohio,56,71849.0,Self-Employed,596.0,312082,13.46,180,Personal,Default,2018-08-15,Self-Employed
L002082,C002082,Charles Garcia,Male,USA,Nevada,30,125457.0,Salaried,513.0,271656,14.61,48,Auto,Current,2026-03-22,Salaried
L002083,C002083,Mark Taylor,Male,USA,South Carolina,39,140994.0,Unemployed,654.0,65993,7.37,48,Home Equity,Delinquent,2025-01-23,Unemployed
L002084,C002084,Jessica Thomas,Female,USA,Wisconsin,43,129114.0,Unemployed,665.0,153471,7.24,240,Student,Current,2026-07-30,Unemployed
L002085,C002085,Mary Taylor,Female,USA,North Dakota,66,39250.0,Self-Employed,603.0,223496,13.62,360,Home Equity,Delinquent,2023-01-13,Self-Employed
L002086,C002086,Joseph Lee,Male,USA,Texas,30,165470.0,Government,711.0,70568,10.69,36,Personal,Current,2022-09-08,Government
L002087,C002087,Thomas Taylor,Male,USA,Colorado,69,161729.0,Salaried,629.0,91092,10.68,36,Student,Current,2021-05-16,Salaried
L002088,C002088,Jennifer Lee,Female,USA,Virginia,47,85488.0,Unemployed,503.0,279074,17.38,60,Auto,Current,2019-02-05,Unemployed
L002089,C002089,Karen Jones,Female,USA,Maine,63,128356.0,Salaried,740.0,26952,14.99,60,Personal,Current,2022-06-05,Salaried
L002090,C002090,David Garcia,Male,USA,Vermont,70,178564.0,Salaried,651.0,349937,6.84,48,Personal,Current,2023-09-26,Salaried
L002091,C002091,Susan Lee,Female,USA,Oregon,22,63754.0,Salaried,636.0,203876,9.1,60,Home Equity,Delinquent,2022-07-25,Salaried
L002092,C002092,Margaret Moore,Female,USA,Wyoming,31,87199.0,Salaried,646.0,174132,15.45,36,Auto,Current,2022-05-14,Salaried
L002093,C002093,Charles Anderson,Male,USA,Alaska,28,149424.0,Self-Employed,689.0,129775,4.1,72,Personal,Current,2025-04-17,Self-Employed
L002094,C002094,Susan Davis,Female,USA,Michigan,39,103938.0,Salaried,668.0,240605,7.82,120,Auto,Current,2022-04-05,Salaried
L002095,C002095,Christopher Taylor,Male,USA,Georgia,36,149647.0,Self-Employed,627.0,479982,8.1,72,Mortgage,Current,2018-06-02,Self-Employed
L002096,C002096,Sandra Lee,Female,USA,Colorado,24,129079.0,Salaried,591.0,216539,8.85,84,Student,Default,2020-03-18,Salaried
L002097,C002097,Susan Miller,Female,USA,Minnesota,34,39106.0,Part-Time,576.0,10927,6.89,120,Student,Current,2018-02-20,Part-Time
L002098,C002098,Lisa Garcia,Female,USA,Washington,42,119359.0,Self-Employed,577.0,310708,12.63,84,Home Equity,Current,2025-04-03,Self-Employed
L002099,C002099,Michelle Smith,Female,USA,Alaska,37,144261.0,Self-Employed,613.0,354825,8.93,240,Auto,Current,2021-03-28,Self-Employed
L002100,C002100,Joseph Garcia,Male,USA,Hawaii,63,172177.0,Self-Employed,573.0,67120,11.13,60,Auto,Current,2024-03-02,Self-Employed
L002101,C002101,Donna Williams,Female,USA,Virginia,46,114921.0,Part-Time,624.0,324923,7.09,72,Mortgage,Delinquent,2021-03-14,Part-Time
L002102,C002102,Elizabeth Williams,Female,USA,Indiana,55,144452.0,Salaried,711.0,372632,15.92,72,Mortgage,Current,2025-08-03,Salaried
L002103,C002103,Mark Thomas,Male,USA,Alaska,56,88053.0,Salaried,692.0,488326,6.09,180,Personal,Delinquent,2024-08-26,Salaried
L002104,C002104,Sandra Martin,Female,USA,North Carolina,65,163023.0,Government,575.0,121785,16.16,60,Mortgage,Current,2026-07-24,Government
L002105,C002105,Emily Johnson,Female,USA,Vermont,69,163442.0,Government,726.0,114047,5.69,48,Mortgage,Delinquent,2022-12-13,Government
L002106,C002106,Daniel Jackson,Male,USA,Hawaii,50,134457.0,Salaried,839.0,161527,8.55,24,Mortgage,Paid Off,2023-11-28,Salaried
L002107,C002107,Linda Johnson,Female,USA,Virginia,41,78068.0,Salaried,831.0,281136,14.69,48,Auto,Paid Off,2021-11-11,Salaried
L002108,C002108,Margaret Martinez,Female,USA,North Carolina,40,71047.0,Salaried,639.0,193292,10.39,24,Auto,Paid Off,2019-11-11,Salaried
L002109,C002109,Matthew Davis,Male,USA,Utah,62,80224.0,Salaried,666.0,194363,6.56,84,Auto,Current,2021-06-29,Salaried
L002110,C002110,Karen Smith,Female,USA,Pennsylvania,46,156487.0,Part-Time,685.0,355639,12.95,240,Student,Current,2022-12-16,Part-Time
L002111,C002111,Michael Lee,Male,USA,Louisiana,32,148609.0,Salaried,822.0,328417,4.92,72,Student,Current,2021-06-14,Salaried
L002112,C002112,David Johnson,Male,USA,Oklahoma,28,85094.0,Self-Employed,826.0,472724,6.23,72,Mortgage,Current,2026-02-25,Self-Employed
L002113,C002113,Robert Thomas,Male,USA,Michigan,55,40502.0,Government,714.0,254782,6.85,12,Student,Current,2018-09-04,Government
L002114,C002114,Jessica Jackson,Female,USA,New Hampshire,49,79130.0,Salaried,576.0,292905,11.77,36,Mortgage,Foreclosed,2022-02-07,Salaried
L002115,C002115,Donna Lee,Female,USA,Oklahoma,62,99505.0,Salaried,574.0,75454,11.28,24,Auto,Paid Off,2025-01-09,Salaried
L002116,C002116,David Thomas,Male,USA,Connecticut,27,139213.0,Salaried,615.0,195813,10.79,48,Home Equity,Current,2023-01-13,Salaried
L002117,C002117,Robert Jackson,Male,USA,New Mexico,30,56234.0,Government,839.0,117555,4.46,180,Personal,Current,2024-01-24,Government
L002118,C002118,Mary Anderson,Female,USA,New Jersey,59,40807.0,Salaried,548.0,147027,14.7,360,Mortgage,Current,2018-10-30,Salaried
L002119,C002119,Anthony Perez,Male,USA,Colorado,70,130491.0,Salaried,818.0,69695,4.98,120,Home Equity,Current,2019-05-31,Salaried
L002120,C002120,Donna Rodriguez,Female,USA,Idaho,40,39788.0,Salaried,738.0,63197,17.08,12,Personal,Current,2022-02-02,Salaried
L002121,C002121,Susan Thomas,Female,USA,Kentucky,48,140022.0,Salaried,782.0,161517,3.98,84,Student,Delinquent,2019-02-07,Salaried
L002122,C002122,William Lee,Male,USA,Missouri,34,140875.0,Salaried,697.0,411284,16.2,240,Student,Current,2021-09-11,Salaried
L002123,C002123,Sarah Davis,Female,USA,New York,32,177821.0,Salaried,557.0,326967,7.47,12,Student,Current,2022-11-09,Salaried
L002124,C002124,Thomas Brown,Male,USA,Rhode Island,28,73491.0,Salaried,621.0,85243,13.5,180,Auto,Current,2022-06-16,Salaried
L002125,C002125,Kimberly Anderson,Female,USA,New Hampshire,27,152882.0,Government,621.0,374496,8.0,180,Home Equity,Current,2019-02-05,Government
L002126,C002126,Barbara Lee,Female,USA,Tennessee,25,49435.0,Salaried,764.0,484143,13.8,36,Student,Current,2021-12-20,Salaried
L002127,C002127,Jessica Moore,Female,USA,South Carolina,21,135442.0,Self-Employed,712.0,207171,10.22,24,Mortgage,Current,2023-08-08,Self-Employed
L002128,C002128,Robert Johnson,Male,USA,New Hampshire,67,168231.0,Self-Employed,741.0,212342,10.9,120,Home Equity,Current,2026-02-22,Self-Employed
L002129,C002129,Sarah Garcia,Female,USA,Pennsylvania,29,133789.0,Part-Time,741.0,478124,13.75,72,Mortgage,Current,2020-07-23,Part-Time
L002130,C002130,Michael Johnson,Male,USA,Montana,64,154939.0,Salaried,575.0,81308,5.0,36,Student,Current,2026-08-27,Salaried
L002131,C002131,Anthony Johnson,Male,USA,Ohio,38,79389.0,Salaried,692.0,451737,7.0,60,Mortgage,Current,2022-03-01,Salaried
L002132,C002132,John Davis,Male,USA,South Dakota,63,107611.0,Part-Time,847.0,184700,15.61,240,Personal,Current,2026-01-08,Part-Time
L002133,C002133,Nancy Miller,Female,USA,Alaska,62,156059.0,Part-Time,518.0,127834,14.85,180,Personal,Current,2021-09-10,Part-Time
L002134,C002134,Emily Brown,Female,USA,Tennessee,30,72945.0,Salaried,621.0,174804,17.85,120,Auto,Current,2019-10-09,Salaried
L002135,C002135,Donna Taylor,Female,USA,North Carolina,70,144188.0,Salaried,641.0,395326,3.34,240,Home Equity,Paid Off,2024-07-26,Salaried
L002136,C002136,Michelle Johnson,Female,USA,Utah,21,142873.0,Part-Time,717.0,161248,5.13,24,Mortgage,Current,2026-01-21,Part-Time
L002137,C002137,Joseph Perez,Male,USA,Rhode Island,40,162534.0,Salaried,835.0,358487,8.06,48,Mortgage,Current,2022-04-16,Salaried
L002138,C002138,Sarah Brown,Female,USA,Montana,63,93220.0,Part-Time,843.0,235508,13.4,240,Mortgage,Current,2023-03-22,Part-Time
L002139,C002139,Donald Perez,Male,USA,Oklahoma,49,95344.0,Unemployed,659.0,220801,7.73,360,Home Equity,Current,2025-10-20,Unemployed
L002140,C002140,Karen Miller,Female,USA,Utah,22,39413.0,Salaried,761.0,390598,8.19,180,Mortgage,Paid Off,2023-02-18,Salaried
L002141,C002141,Ashley Wilson,Female,USA,Georgia,46,179122.0,Part-Time,612.0,192100,6.41,120,Student,Paid Off,2023-05-19,Part-Time
L002142,C002142,Betty Rodriguez,Female,USA,Kansas,31,172700.0,Salaried,849.0,467523,16.64,36,Mortgage,Current,2021-04-20,Salaried
L002143,C002143,Susan Brown,Female,USA,Kansas,45,69064.0,Government,752.0,382517,11.21,24,Personal,Paid Off,2020-05-15,Government
L002144,C002144,Andrew Brown,Male,USA,Kentucky,54,64424.0,Salaried,778.0,386967,5.4,48,Auto,Paid Off,2025-12-12,Salaried
L002145,C002145,Andrew Perez,Male,USA,Utah,61,63899.0,Salaried,518.0,23645,11.73,24,Home Equity,Paid Off,2026-04-16,Salaried
L002146,C002146,Nancy Taylor,Female,USA,Kansas,21,154851.0,Government,716.0,415283,5.39,240,Mortgage,Current,2018-01-23,Government
L002147,C002147,Michael Wilson,Male,USA,Idaho,51,61247.0,Salaried,716.0,108051,7.08,84,Home Equity,Default,2022-08-07,Salaried
L002148,C002148,Richard Jones,Male,USA,New Jersey,58,95591.0,Unemployed,629.0,425586,13.44,240,Home Equity,Current,2021-04-01,Unemployed
L002149,C002149,Steven Lee,Male,USA,Wisconsin,42,49907.0,Salaried,701.0,157895,14.37,72,Auto,Foreclosed,2021-10-09,Salaried
L002150,C002150,Lisa Moore,Female,USA,South Dakota,22,162605.0,Salaried,680.0,343393,9.5,12,Mortgage,Default,2025-09-04,Salaried
L002151,C002151,Richard Lee,Male,USA,Iowa,67,47046.0,Salaried,607.0,29219,5.51,24,Personal,Current,2020-01-27,Salaried
L002152,C002152,David Lee,Male,USA,Mississippi,21,82175.0,Part-Time,604.0,381758,6.17,240,Student,Paid Off,2025-07-01,Part-Time
L002153,C002153,Ashley Johnson,Female,USA,Virginia,44,155557.0,Salaried,542.0,56995,11.09,120,Mortgage,Foreclosed,2020-11-15,Salaried
L002154,C002154,Donna Smith,Female,USA,Alaska,70,134271.0,Part-Time,788.0,102366,11.83,240,Home Equity,Current,2025-04-01,Part-Time
L002155,C002155,Christopher Thompson,Male,USA,Oklahoma,56,161069.0,Salaried,710.0,11758,16.03,120,Personal,Current,2025-03-03,Salaried
L002156,C002156,William Jackson,Male,USA,Florida,65,92742.0,Salaried,618.0,479717,7.02,72,Mortgage,Foreclosed,2020-05-05,Salaried
L002157,C002157,James Perez,Male,USA,Alaska,56,108052.0,Part-Time,789.0,485099,12.18,240,Auto,Current,2021-08-24,Part-Time
L002158,C002158,Anthony Williams,Male,USA,Maine,67,163076.0,Salaried,833.0,140077,3.04,240,Personal,Delinquent,2020-12-02,Salaried
L002159,C002159,John Jones,Male,USA,Illinois,54,100970.0,Salaried,519.0,261950,10.07,84,Personal,Current,2021-04-15,Salaried
L002160,C002160,Kimberly Lee,Female,USA,Washington,29,67014.0,Part-Time,817.0,410901,8.97,24,Student,Current,2020-10-09,Part-Time
L002161,C002161,Mary Moore,Female,USA,Virginia,32,131700.0,Self-Employed,501.0,146049,4.8,12,Student,Current,2024-06-19,Self-Employed
L002162,C002162,Sarah Jones,Female,USA,California,66,135874.0,Government,715.0,175654,16.37,360,Auto,Paid Off,2025-03-06,Government
L002163,C002163,Matthew Perez,Male,USA,Montana,40,153682.0,Part-Time,587.0,261062,4.62,72,Mortgage,Current,2025-02-12,Part-Time
L002164,C002164,Karen Thompson,Female,USA,Maryland,24,71312.0,Self-Employed,752.0,107475,6.98,240,Mortgage,Current,2021-06-08,Self-Employed
L002165,C002165,Anthony Anderson,Male,USA,Connecticut,35,81126.0,Part-Time,722.0,299766,14.01,360,student,Paid Off,2020-05-18,Part-Time
L002166,C002166,Lisa Davis,Female,USA,North Dakota,24,88477.0,Self-Employed,707.0,47442,5.71,36,Student,Current,2024-05-15,Self-Employed
L002167,C002167,Kimberly Lee,Female,USA,Wyoming,25,34561.0,Government,617.0,271627,4.15,12,Home Equity,Foreclosed,2026-03-19,Government
L002168,C002168,Richard Thompson,Male,USA,Alaska,30,160387.0,Salaried,567.0,396640,17.54,12,Student,Current,2022-04-24,Salaried
L002169,C002169,Barbara Martinez,Female,USA,West Virginia,64,96931.0,Unemployed,725.0,357106,7.4,36,Mortgage,Paid Off,2020-06-12,Unemployed
L002170,C002170,Daniel Jackson,Male,USA,Maine,64,161124.0,Government,578.0,275680,3.91,240,Home Equity,Current,2018-02-24,Government
L002171,C002171,Donna Perez,Female,USA,Louisiana,60,49535.0,Salaried,838.0,469235,5.12,84,Personal,Current,2022-11-04,Salaried
L002172,C002172,Christopher Jackson,Male,USA,Massachusetts,56,93838.0,Self-Employed,646.0,403611,6.34,24,Home Equity,Default,2026-01-24,Self-Employed
L002173,C002173,Daniel Garcia,Male,USA,Indiana,55,65554.0,Salaried,534.0,256335,17.38,48,Personal,Current,2021-01-28,Salaried
L002174,C002174,Jennifer Johnson,Female,USA,Oklahoma,21,44675.0,Self-Employed,647.0,364447,3.24,48,Home Equity,Current,2023-06-29,Self-Employed
L002175,C002175,David Jackson,Male,USA,West Virginia,38,63912.0,Unemployed,796.0,212697,14.89,72,Auto,Current,2022-03-02,Unemployed
L002176,C002176,Michelle Moore,Female,USA,Montana,51,32112.0,Salaried,621.0,176301,14.71,84,Student,Current,2020-07-26,Salaried
L002177,C002177,Anthony Johnson,Male,USA,Vermont,66,174823.0,Unemployed,531.0,470224,10.49,24,Mortgage,Current,2025-11-23,Unemployed
L002178,C002178,Michelle Lee,Female,USA,Illinois,69,63063.0,Salaried,640.0,260383,16.99,12,Personal,Foreclosed,2025-01-24,Salaried
L002179,C002179,Margaret Lee,Female,USA,California,26,142844.0,Salaried,809.0,44920,3.2,72,Home Equity,Current,2021-02-11,Salaried
